Id,WnvPresent
1,0.0523892516636931
2,0.0526051266040587
3,0.0526051266040587
4,0.0527689820662477
5,0.0527689820662477
6,0.0527689820662477
7,0.0527689820662477
8,0.0527689820662477
9,0.0523892516636931
10,0.0526051266040587
11,0.0526051266040587
12,0.0527689820662477
13,0.0527689820662477
14,0.0527689820662477
15,0.0527689820662477
16,0.0527689820662477
17,0.0523892516636931
18,0.0526051266040587
19,0.0526051266040587
20,0.0527689820662477
21,0.0527689820662477
22,0.0527689820662477
23,0.0527689820662477
24,0.0527689820662477
113,0.0523892516636931
114,0.0526051266040587
115,0.0526051266040587
116,0.0527689820662477
117,0.0527689820662477
118,0.0527689820662477
119,0.0527689820662477
120,0.0527689820662477
145,0.0523892516636931
146,0.0526051266040587
147,0.0526051266040587
148,0.0527689820662477
149,0.0527689820662477
150,0.0527689820662477
151,0.0527689820662477
152,0.0527689820662477
153,0.0523892516636931
154,0.0526051266040587
155,0.0526051266040587
156,0.0527689820662477
157,0.0527689820662477
158,0.0527689820662477
159,0.0527689820662477
160,0.0527689820662477
161,0.0523892516636931
162,0.0526051266040587
163,0.0526051266040587
164,0.0527689820662477
165,0.0527689820662477
166,0.0527689820662477
167,0.0527689820662477
168,0.0527689820662477
177,0.0523892516636931
178,0.0526051266040587
179,0.0526051266040587
180,0.0527689820662477
181,0.0527689820662477
182,0.0527689820662477
183,0.0527689820662477
184,0.0527689820662477
249,0.0523892516636931
250,0.0526051266040587
251,0.0526051266040587
252,0.0527689820662477
253,0.0527689820662477
254,0.0527689820662477
255,0.0527689820662477
256,0.0527689820662477
361,0.0523892516636931
362,0.0526051266040587
363,0.0526051266040587
364,0.0527689820662477
365,0.0527689820662477
366,0.0527689820662477
367,0.0527689820662477
368,0.0527689820662477
369,0.0523892516636931
370,0.0526051266040587
371,0.0526051266040587
372,0.0527689820662477
373,0.0527689820662477
374,0.0527689820662477
375,0.0527689820662477
376,0.0527689820662477
377,0.0523892516636931
378,0.0526051266040587
379,0.0526051266040587
380,0.0527689820662477
381,0.0527689820662477
382,0.0527689820662477
383,0.0527689820662477
384,0.0527689820662477
385,0.0523892516636931
386,0.0526051266040587
387,0.0526051266040587
388,0.0527689820662477
389,0.0527689820662477
390,0.0527689820662477
391,0.0527689820662477
392,0.0527689820662477
481,0.0523892516636931
482,0.0526051266040587
483,0.0526051266040587
484,0.0527689820662477
485,0.0527689820662477
